pattern,gene,rank,cogaps_weight,contrast_scope,cell_type,mean_log2fc_stim_vs_ctrl,median_log2fc_stim_vs_ctrl,n_pairs,n_up_pairs,n_down_pairs,n_zero_pairs,sign_consistency,wilcoxon_pvalue,direction,evidence_strength,wilcoxon_fdr
Pattern2,PFN1,4,3.6003952026367188,by_cell_type,FCGR3A+ Monocytes,-1.3146745944740001,-1.268135348945326,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern2,PFN1,4,3.6003952026367188,by_cell_type,Megakaryocytes,4.850223776745797,4.850223776745797,1,1,0,0,1.0,,up_in_stim,strong,
Pattern2,PFN1,4,3.6003952026367188,by_cell_type,NK cells,-0.8729971762939712,-0.8879509260263161,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,SH3BGRL3,5,2.9782204627990723,by_cell_type,B cells,-1.1812158665059445,-1.1920753523603453,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,SH3BGRL3,5,2.9782204627990723,by_cell_type,CD14+ Monocytes,-1.137269629307412,-1.1168553558819898,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,SH3BGRL3,5,2.9782204627990723,by_cell_type,CD4 T cells,-0.5423936812893617,-0.5381078779960875,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,SH3BGRL3,5,2.9782204627990723,by_cell_type,CD8 T cells,-0.9635245092406649,-0.9857241227020221,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.08003048780487805
Pattern2,SH3BGRL3,5,2.9782204627990723,by_cell_type,Dendritic cells,-1.0733722485004478,-1.0910339325695242,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern2,SH3BGRL3,5,2.9782204627990723,by_cell_type,FCGR3A+ Monocytes,-1.0596240419199499,-1.0117389260211214,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern2,SH3BGRL3,5,2.9782204627990723,by_cell_type,Megakaryocytes,-0.22270491234475198,-0.22270491234475198,1,0,1,0,1.0,,down_in_stim,suggestive,
Pattern2,SH3BGRL3,5,2.9782204627990723,by_cell_type,NK cells,-1.1374592976578628,-1.1581634310141418,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,VIM,6,1.9378620386123657,by_cell_type,B cells,-0.7344357322464945,-0.6609529302705823,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,VIM,6,1.9378620386123657,by_cell_type,CD14+ Monocytes,-1.0233817489171206,-1.030687853870404,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,VIM,6,1.9378620386123657,by_cell_type,CD4 T cells,-0.8292856054095605,-0.8648136807963329,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,VIM,6,1.9378620386123657,by_cell_type,CD8 T cells,-1.211829993186886,-1.3340150172559824,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.08003048780487805
Pattern2,VIM,6,1.9378620386123657,by_cell_type,Dendritic cells,-0.723510034764851,-0.6919804082315704,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern2,VIM,6,1.9378620386123657,by_cell_type,FCGR3A+ Monocytes,-0.6553079914716907,-0.6515250109689941,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern2,VIM,6,1.9378620386123657,by_cell_type,Megakaryocytes,3.8993926242885006,3.8993926242885006,1,1,0,0,1.0,,up_in_stim,strong,
Pattern2,VIM,6,1.9378620386123657,by_cell_type,NK cells,-1.3064442533288276,-1.2941730411425407,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,ANXA1,7,1.7571991682052612,by_cell_type,B cells,1.9878998802099845,0.9587864000271389,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern2,ANXA1,7,1.7571991682052612,by_cell_type,CD14+ Monocytes,0.2979936423619909,0.26605135355211473,8,7,1,0,0.875,0.015625,up_in_stim,moderate,0.03815406976744186
Pattern2,ANXA1,7,1.7571991682052612,by_cell_type,CD4 T cells,0.09077107333524448,0.09268658060996149,8,5,3,0,0.625,0.1484375,up_in_stim,weak_or_mixed,0.18070652173913043
Pattern2,ANXA1,7,1.7571991682052612,by_cell_type,CD8 T cells,0.21255265078384794,0.2673230339746908,5,4,1,0,0.8,0.4375,up_in_stim,suggestive,0.4861111111111111
Pattern2,ANXA1,7,1.7571991682052612,by_cell_type,Dendritic cells,0.20999468244023353,0.08634647954111685,6,4,2,0,0.6666666666666666,0.21875,up_in_stim,suggestive,0.25735294117647056
Pattern2,ANXA1,7,1.7571991682052612,by_cell_type,FCGR3A+ Monocytes,0.5553534661144148,0.41132706981930944,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern2,ANXA1,7,1.7571991682052612,by_cell_type,Megakaryocytes,2.2862845270824,2.2862845270824,1,1,0,0,1.0,,up_in_stim,strong,
Pattern2,ANXA1,7,1.7571991682052612,by_cell_type,NK cells,1.02415720933859,0.884284048981308,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern2,GAPDH,8,1.4900200366973877,by_cell_type,B cells,-1.1472860453082816,-1.1139802939629435,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,GAPDH,8,1.4900200366973877,by_cell_type,CD14+ Monocytes,-1.3743945929288854,-1.3980464138711213,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,GAPDH,8,1.4900200366973877,by_cell_type,CD4 T cells,-0.9105630987578597,-0.8050774813771584,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,GAPDH,8,1.4900200366973877,by_cell_type,CD8 T cells,-0.971845931956047,-0.8922423228228809,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.08003048780487805
Pattern2,GAPDH,8,1.4900200366973877,by_cell_type,Dendritic cells,-0.904039595949854,-0.9104709830676034,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern2,GAPDH,8,1.4900200366973877,by_cell_type,FCGR3A+ Monocytes,-1.1068140589826976,-1.0537590634878873,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern2,GAPDH,8,1.4900200366973877,by_cell_type,Megakaryocytes,-0.22270491234475198,-0.22270491234475198,1,0,1,0,1.0,,down_in_stim,suggestive,
Pattern2,GAPDH,8,1.4900200366973877,by_cell_type,NK cells,-1.0705271442142008,-1.0782526392490075,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,CCR7,9,1.3339897394180298,by_cell_type,B cells,0.38297902628160174,0.5639202985428886,8,7,1,0,0.875,0.1953125,up_in_stim,moderate,0.23107394366197184
Pattern2,CCR7,9,1.3339897394180298,by_cell_type,CD14+ Monocytes,0.6578757463380018,0.562079576113399,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern2,CCR7,9,1.3339897394180298,by_cell_type,CD4 T cells,0.2671998042996093,0.26715025232569456,8,8,0,0,1.0,0.0078125,up_in_stim,moderate,0.020007621951219513
Pattern2,CCR7,9,1.3339897394180298,by_cell_type,CD8 T cells,2.931566984109952,1.252121590391564,5,4,1,0,0.8,0.125,up_in_stim,strong,0.15395894428152493
Pattern2,CCR7,9,1.3339897394180298,by_cell_type,Dendritic cells,0.721376203854098,0.7318341701115072,6,5,1,0,0.8333333333333334,0.0625,up_in_stim,strong,0.08003048780487805
Pattern2,CCR7,9,1.3339897394180298,by_cell_type,FCGR3A+ Monocytes,2.189879356273049,1.0209626560923257,6,5,1,0,0.8333333333333334,0.15625,up_in_stim,strong,0.18857758620689655
Pattern2,CCR7,9,1.3339897394180298,by_cell_type,Megakaryocytes,1.3032509256424358,1.3032509256424358,1,1,0,0,1.0,,up_in_stim,strong,
Pattern2,CCR7,9,1.3339897394180298,by_cell_type,NK cells,-1.9424579385792122,-0.7710336664380604,8,2,6,0,0.75,0.1484375,down_in_stim,strong,0.18070652173913043
Pattern2,HSPA8,10,1.269834041595459,by_cell_type,B cells,-0.0032590637211675766,0.06528542319557218,8,5,3,0,0.625,0.84375,down_in_stim,weak_or_mixed,0.8771658415841584
Pattern2,HSPA8,10,1.269834041595459,by_cell_type,CD14+ Monocytes,0.13943053425876117,0.188011818089711,8,5,3,0,0.625,0.1953125,up_in_stim,suggestive,0.23107394366197184
Pattern2,HSPA8,10,1.269834041595459,by_cell_type,CD4 T cells,0.05655865807539451,0.026280002604940123,8,5,3,0,0.625,0.546875,up_in_stim,weak_or_mixed,0.6012761780104712
Pattern2,HSPA8,10,1.269834041595459,by_cell_type,CD8 T cells,0.3352150909181052,0.20084660709935953,5,4,1,0,0.8,0.125,up_in_stim,moderate,0.15395894428152493
Pattern2,HSPA8,10,1.269834041595459,by_cell_type,Dendritic cells,0.5492420113518998,0.5970205768045753,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern2,HSPA8,10,1.269834041595459,by_cell_type,FCGR3A+ Monocytes,0.6170955584587956,0.4817458695321015,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern2,HSPA8,10,1.269834041595459,by_cell_type,Megakaryocytes,-5.64353269354611,-5.64353269354611,1,0,1,0,1.0,,down_in_stim,strong,
Pattern2,HSPA8,10,1.269834041595459,by_cell_type,NK cells,0.33866993102936527,0.3456028196088239,8,7,1,0,0.875,0.0390625,up_in_stim,moderate,0.059442934782608696
Pattern2,EMP3,11,1.257824182510376,by_cell_type,B cells,-0.6960419409153191,-0.6890020882084817,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,EMP3,11,1.257824182510376,by_cell_type,CD14+ Monocytes,-0.30971051555094653,-0.3085395905047852,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020007621951219513
Pattern2,EMP3,11,1.257824182510376,by_cell_type,CD4 T cells,-0.37506144378977413,-0.3365297285842468,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020007621951219513
Pattern2,EMP3,11,1.257824182510376,by_cell_type,CD8 T cells,-0.8253666115204122,-0.8372086068079021,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.08003048780487805
Pattern2,EMP3,11,1.257824182510376,by_cell_type,Dendritic cells,-0.25084771960350594,-0.22534456131651037,6,0,6,0,1.0,0.03125,down_in_stim,moderate,0.04843173431734318
Pattern2,EMP3,11,1.257824182510376,by_cell_type,FCGR3A+ Monocytes,-0.298349719160982,-0.22753003061744792,6,1,5,0,0.8333333333333334,0.0625,down_in_stim,moderate,0.08003048780487805
Pattern2,EMP3,11,1.257824182510376,by_cell_type,Megakaryocytes,-4.115166164695357,-4.115166164695357,1,0,1,0,1.0,,down_in_stim,strong,
Pattern2,EMP3,11,1.257824182510376,by_cell_type,NK cells,-1.0205514384993486,-0.9439109093014517,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,LTB,12,1.1858330965042114,by_cell_type,B cells,-0.472868389888893,-0.41293378608830533,8,2,6,0,0.75,0.0546875,down_in_stim,moderate,0.08003048780487805
Pattern2,LTB,12,1.1858330965042114,by_cell_type,CD14+ Monocytes,-1.0350616927669312,-0.788110941697405,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,LTB,12,1.1858330965042114,by_cell_type,CD4 T cells,-0.5387919915364494,-0.5762406065888532,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,LTB,12,1.1858330965042114,by_cell_type,CD8 T cells,-2.079083584113727,-0.384000206468885,5,2,3,0,0.6,0.625,down_in_stim,weak_or_mixed,0.6800518134715026
Pattern2,LTB,12,1.1858330965042114,by_cell_type,Dendritic cells,0.7983331904093425,0.6877742524802875,6,5,1,0,0.8333333333333334,0.15625,up_in_stim,strong,0.18857758620689655
Pattern2,LTB,12,1.1858330965042114,by_cell_type,FCGR3A+ Monocytes,-1.6542304276910762,-0.41432259343658107,6,3,3,0,0.5,0.4375,down_in_stim,weak_or_mixed,0.4861111111111111
Pattern2,LTB,12,1.1858330965042114,by_cell_type,Megakaryocytes,-4.115166164695357,-4.115166164695357,1,0,1,0,1.0,,down_in_stim,strong,
Pattern2,LTB,12,1.1858330965042114,by_cell_type,NK cells,1.711339158016064,-0.4013949493257143,8,2,5,1,0.625,0.9375,up_in_stim,moderate,0.9698275862068966
Pattern2,RGCC,13,1.087324857711792,by_cell_type,B cells,-2.0090367885498175,-1.7429925037571126,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,RGCC,13,1.087324857711792,by_cell_type,CD14+ Monocytes,-3.279312782738679,-3.3491558677560156,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,RGCC,13,1.087324857711792,by_cell_type,CD4 T cells,-1.4534854492163356,-1.4482398822976235,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,RGCC,13,1.087324857711792,by_cell_type,CD8 T cells,-1.2029141194066628,-1.2615441305783843,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.08003048780487805
Pattern2,RGCC,13,1.087324857711792,by_cell_type,Dendritic cells,-2.6470962983759674,-2.499668378665502,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern2,RGCC,13,1.087324857711792,by_cell_type,FCGR3A+ Monocytes,-3.0508996660637515,-2.866354717345932,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern2,RGCC,13,1.087324857711792,by_cell_type,Megakaryocytes,1.118254768020119,1.118254768020119,1,1,0,0,1.0,,up_in_stim,strong,
Pattern2,RGCC,13,1.087324857711792,by_cell_type,NK cells,-1.5011095241846621,-1.3517558555929448,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,ACTG1,14,0.8846946358680725,by_cell_type,B cells,-0.5839741917415744,-0.5596284016651412,8,1,7,0,0.875,0.015625,down_in_stim,strong,0.03815406976744186
Pattern2,ACTG1,14,0.8846946358680725,by_cell_type,CD14+ Monocytes,-1.4584955888220372,-1.4255046020622153,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern2,ACTG1,14,0.8846946358680725,by_cell_type,CD4 T cells,-0.395681757075095,-0.4304785740578474,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020007621951219513
Pattern2,ACTG1,14,0.8846946358680725,by_cell_type,CD8 T cells,0.02731619779639267,-0.11496308545621403,5,2,3,0,0.6,0.8125,up_in_stim,weak_or_mixed,0.8552631578947368
Pattern2,ACTG1,14,0.8846946358680725,by_cell_type,Dendritic cells,-0.6866401538038037,-0.7447152377244359,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern2,ACTG1,14,0.8846946358680725,by_cell_type,FCGR3A+ Monocytes,-1.1775565181847696,-1.1980014280700084,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern2,ACTG1,14,0.8846946358680725,by_cell_type,Megakaryocytes,-5.072928689090549,-5.072928689090549,1,0,1,0,1.0,,down_in_stim,strong,
Pattern2,ACTG1,14,0.8846946358680725,by_cell_type,NK cells,-0.43308717452679835,-0.43003888359052755,8,0,8,0,1.0,0.0078125,down_in_stim,moderate,0.020007621951219513
Pattern2,CREM,15,0.8545056581497192,by_cell_type,B cells,0.5783746970271197,0.5300076678637407,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern2,CREM,15,0.8545056581497192,by_cell_type,CD14+ Monocytes,1.0656401326482148,0.9323052241044847,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern2,CREM,15,0.8545056581497192,by_cell_type,CD4 T cells,-0.12152550451466637,-0.08268202339660746,8,0,8,0,1.0,0.0078125,down_in_stim,suggestive,0.020007621951219513
Pattern2,CREM,15,0.8545056581497192,by_cell_type,CD8 T cells,0.2955607786324478,-0.048255046469813934,5,2,3,0,0.6,1.0,up_in_stim,weak_or_mixed,1.0
Pattern2,CREM,15,0.8545056581497192,by_cell_type,Dendritic cells,0.04776518788728593,-0.04250441031258223,6,2,4,0,0.6666666666666666,1.0,up_in_stim,weak_or_mixed,1.0
Pattern2,CREM,15,0.8545056581497192,by_cell_type,FCGR3A+ Monocytes,1.129933121199379,1.06889718545415,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern2,CREM,15,0.8545056581497192,by_cell_type,Megakaryocytes,0.0,0.0,1,0,0,1,1.0,,mixed_or_unclear,weak_or_mixed,
Pattern2,CREM,15,0.8545056581497192,by_cell_type,NK cells,0.0957238746103275,0.111031446837484,8,4,4,0,0.5,0.640625,up_in_stim,weak_or_mixed,0.6881393861892583
Pattern3,CXCL10,1,8.157148361206055,by_cell_type,B cells,9.961508572789903,8.679956052453523,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,CXCL10,1,8.157148361206055,by_cell_type,CD14+ Monocytes,9.182842009914804,8.356681802818404,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,CXCL10,1,8.157148361206055,by_cell_type,CD4 T cells,9.446099045104521,8.447754060449546,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,CXCL10,1,8.157148361206055,by_cell_type,CD8 T cells,9.941720437898354,10.738328086990974,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern3,CXCL10,1,8.157148361206055,by_cell_type,Dendritic cells,11.601300093375087,10.405905198172013,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,CXCL10,1,8.157148361206055,by_cell_type,FCGR3A+ Monocytes,4.966500652858229,4.9116838666769755,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,CXCL10,1,8.157148361206055,by_cell_type,Megakaryocytes,7.507708832606994,7.507708832606994,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,CXCL10,1,8.157148361206055,by_cell_type,NK cells,11.190575191596311,11.14976098819621,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,ISG15,2,7.785658359527588,by_cell_type,B cells,5.193834522909405,5.15576919024263,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,ISG15,2,7.785658359527588,by_cell_type,CD14+ Monocytes,6.973226009646226,6.948121795810569,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,ISG15,2,7.785658359527588,by_cell_type,CD4 T cells,4.728695241407676,4.637218833145979,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,ISG15,2,7.785658359527588,by_cell_type,CD8 T cells,4.5860875863447506,4.7415826057468315,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern3,ISG15,2,7.785658359527588,by_cell_type,Dendritic cells,6.190763134556248,6.322000036762355,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,ISG15,2,7.785658359527588,by_cell_type,FCGR3A+ Monocytes,5.9486051000351665,5.875016166053417,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,ISG15,2,7.785658359527588,by_cell_type,Megakaryocytes,2.080630671141134,2.080630671141134,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,ISG15,2,7.785658359527588,by_cell_type,NK cells,4.216121740090505,4.199884011446022,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,APOBEC3A,3,7.3655242919921875,by_cell_type,B cells,7.378231772165099,8.824959454407283,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,APOBEC3A,3,7.3655242919921875,by_cell_type,CD14+ Monocytes,5.4151855949330425,5.519930966328014,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,APOBEC3A,3,7.3655242919921875,by_cell_type,CD4 T cells,6.463725173374235,5.380501604349462,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,APOBEC3A,3,7.3655242919921875,by_cell_type,CD8 T cells,6.321976021457992,9.002591234109582,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern3,APOBEC3A,3,7.3655242919921875,by_cell_type,Dendritic cells,7.351287310504074,7.70989526264899,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,APOBEC3A,3,7.3655242919921875,by_cell_type,FCGR3A+ Monocytes,3.844050923901617,3.996517786372757,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,APOBEC3A,3,7.3655242919921875,by_cell_type,Megakaryocytes,5.418417090337793,5.418417090337793,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,APOBEC3A,3,7.3655242919921875,by_cell_type,NK cells,7.203319679077563,8.76938383087959,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,IFITM3,4,6.758245468139648,by_cell_type,B cells,8.60328354779118,8.5108410754547,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,IFITM3,4,6.758245468139648,by_cell_type,CD14+ Monocytes,5.380178794553938,5.320824068274351,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,IFITM3,4,6.758245468139648,by_cell_type,CD4 T cells,5.267983782749381,4.615962939076674,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,IFITM3,4,6.758245468139648,by_cell_type,CD8 T cells,7.014008944759593,4.761633713908807,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern3,IFITM3,4,6.758245468139648,by_cell_type,Dendritic cells,5.816605437382024,5.530726304736563,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,IFITM3,4,6.758245468139648,by_cell_type,FCGR3A+ Monocytes,3.680071486836814,3.3718596954877897,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,IFITM3,4,6.758245468139648,by_cell_type,Megakaryocytes,5.418417090337793,5.418417090337793,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,IFITM3,4,6.758245468139648,by_cell_type,NK cells,3.630700134501887,4.026175939822058,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,FTL,5,6.098469257354736,by_cell_type,B cells,-0.925740020974422,-0.8218382879384096,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern3,FTL,5,6.098469257354736,by_cell_type,CD14+ Monocytes,-0.604903657267645,-0.5751191166642826,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern3,FTL,5,6.098469257354736,by_cell_type,CD4 T cells,-0.671531719426218,-0.6680025334571393,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern3,FTL,5,6.098469257354736,by_cell_type,CD8 T cells,-0.7888354557232727,-0.7397202165468251,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.08003048780487805
Pattern3,FTL,5,6.098469257354736,by_cell_type,Dendritic cells,-0.4946768045828482,-0.5708221172266859,6,1,5,0,0.8333333333333334,0.0625,down_in_stim,moderate,0.08003048780487805
Pattern3,FTL,5,6.098469257354736,by_cell_type,FCGR3A+ Monocytes,-0.6844409423777827,-0.6948111792041063,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern3,FTL,5,6.098469257354736,by_cell_type,Megakaryocytes,-0.2730577877128404,-0.2730577877128404,1,0,1,0,1.0,,down_in_stim,moderate,
Pattern3,FTL,5,6.098469257354736,by_cell_type,NK cells,-0.7394631680025365,-0.81937274878912,8,1,7,0,0.875,0.015625,down_in_stim,strong,0.03815406976744186
Pattern3,RSAD2,6,5.738306999206543,by_cell_type,B cells,10.384236373071033,12.088342524088667,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,RSAD2,6,5.738306999206543,by_cell_type,CD14+ Monocytes,7.99198226933305,7.572761647188458,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,RSAD2,6,5.738306999206543,by_cell_type,CD4 T cells,6.314957906035463,6.345535456914007,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,RSAD2,6,5.738306999206543,by_cell_type,CD8 T cells,9.341138481238415,12.748740216356529,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern3,RSAD2,6,5.738306999206543,by_cell_type,Dendritic cells,10.011405716630646,10.436965603182813,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,RSAD2,6,5.738306999206543,by_cell_type,FCGR3A+ Monocytes,7.562178368093235,5.60791173736818,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,RSAD2,6,5.738306999206543,by_cell_type,Megakaryocytes,6.141825565481636,6.141825565481636,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,RSAD2,6,5.738306999206543,by_cell_type,NK cells,6.753690567791242,5.489052507121196,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,TNFSF10,7,5.339033603668213,by_cell_type,B cells,5.8342378864125966,5.992988193362439,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,TNFSF10,7,5.339033603668213,by_cell_type,CD14+ Monocytes,7.6993218765303215,7.49657433757152,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,TNFSF10,7,5.339033603668213,by_cell_type,CD4 T cells,4.080733783503053,4.119544438441031,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,TNFSF10,7,5.339033603668213,by_cell_type,CD8 T cells,2.6755373202282735,2.6408426682422856,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern3,TNFSF10,7,5.339033603668213,by_cell_type,Dendritic cells,10.705461178526592,10.85222376252451,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,TNFSF10,7,5.339033603668213,by_cell_type,FCGR3A+ Monocytes,3.525014095587712,3.655625118411895,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern3,TNFSF10,7,5.339033603668213,by_cell_type,Megakaryocytes,5.824996331246958,5.824996331246958,1,1,0,0,1.0,,up_in_stim,strong,
Pattern3,TNFSF10,7,5.339033603668213,by_cell_type,NK cells,2.7776185749637525,2.7204351374939435,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,SAT1,8,4.981949329376221,by_cell_type,B cells,1.7244797266426604,1.7464828467133673,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,SAT1,8,4.981949329376221,by_cell_type,CD14+ Monocytes,1.3167229340569673,1.3521610813284148,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,SAT1,8,4.981949329376221,by_cell_type,CD4 T cells,2.211620710996808,2.3007625889330825,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern3,SAT1,8,4.981949329376221,by_cell_type,CD8 T cells,2.1715948336069015,1.9080398500723934,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern3,SAT1,8,4.981949329376221,by_cell_type,Dendritic cells,0.9108086154749154,0.9984999932476049,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
