"gene","pattern","rank","cogaps_weight","contrast_scope","cell_type","mean_log2fc_stim_vs_ctrl","median_log2fc_stim_vs_ctrl","n_pairs","n_up_pairs","n_down_pairs","n_zero_pairs","sign_consistency","wilcoxon_pvalue","direction","evidence_strength","wilcoxon_fdr"
"S100A11","Pattern2",4,6.14548969268799,"by_cell_type","B cells",0.1392674733373,0.227627297282035,8,5,3,0,0.625,0.62406453246517,"up_in_stim","suggestive",0.665310176852236
"S100A11","Pattern2",4,6.14548969268799,"by_cell_type","CD14+ Monocytes",-0.225501350138434,-0.251877514363826,8,0,8,0,1,0.0142661867014469,"down_in_stim","suggestive",0.0343685406898494
"S100A11","Pattern2",4,6.14548969268799,"by_cell_type","CD4 T cells",-0.344240684939276,-0.40792421193415,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0343685406898494
"S100A11","Pattern2",4,6.14548969268799,"by_cell_type","CD8 T cells",0.0952462259608882,0.0787219564823207,5,3,2,0,0.6,0.787406490666269,"up_in_stim","weak_or_mixed",0.824840669565685
"S100A11","Pattern2",4,6.14548969268799,"by_cell_type","Dendritic cells",0.228463258656917,0.274832035580307,6,5,1,0,0.833333333333333,0.0591720678258594,"up_in_stim","suggestive",0.0731761238779795
"S100A11","Pattern2",4,6.14548969268799,"by_cell_type","FCGR3A+ Monocytes",0.101568023153893,0.166627318899279,6,4,2,0,0.666666666666667,0.401678166469773,"up_in_stim","suggestive",0.442203560119542
"S100A11","Pattern2",4,6.14548969268799,"by_cell_type","Megakaryocytes",0,0,1,0,0,1,1,NA,"mixed_or_unclear","weak_or_mixed",NA
"S100A11","Pattern2",4,6.14548969268799,"by_cell_type","NK cells",-0.0266411591854718,0.0213294098319183,8,5,3,0,0.625,0.944182513250483,"down_in_stim","weak_or_mixed",0.970337153506729
"SH3BGRL3","Pattern2",5,6.1436710357666,"by_cell_type","B cells",-1.18121586650594,-1.19207535236035,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"SH3BGRL3","Pattern2",5,6.1436710357666,"by_cell_type","CD14+ Monocytes",-1.13726962930741,-1.11685535588199,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"SH3BGRL3","Pattern2",5,6.1436710357666,"by_cell_type","CD4 T cells",-0.542393681289362,-0.538107877996088,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"SH3BGRL3","Pattern2",5,6.1436710357666,"by_cell_type","CD8 T cells",-0.963524509240665,-0.985724122702022,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0731761238779795
"SH3BGRL3","Pattern2",5,6.1436710357666,"by_cell_type","Dendritic cells",-1.07337224850045,-1.09103393256952,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"SH3BGRL3","Pattern2",5,6.1436710357666,"by_cell_type","FCGR3A+ Monocytes",-1.05962404191995,-1.01173892602112,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"SH3BGRL3","Pattern2",5,6.1436710357666,"by_cell_type","Megakaryocytes",-0.222704912344752,-0.222704912344752,1,0,1,0,1,NA,"down_in_stim","suggestive",NA
"SH3BGRL3","Pattern2",5,6.1436710357666,"by_cell_type","NK cells",-1.13745929765786,-1.15816343101414,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"S100A10","Pattern2",6,6.09179306030273,"by_cell_type","B cells",-0.659271040776011,-0.670486044758793,8,1,7,0,0.875,0.058707408431205,"down_in_stim","strong",0.0731761238779795
"S100A10","Pattern2",6,6.09179306030273,"by_cell_type","CD14+ Monocytes",-0.513241502599914,-0.484504228695547,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"S100A10","Pattern2",6,6.09179306030273,"by_cell_type","CD4 T cells",-0.281058041016486,-0.334927035720246,8,2,6,0,0.75,0.042315274905714,"down_in_stim","moderate",0.0618069566536216
"S100A10","Pattern2",6,6.09179306030273,"by_cell_type","CD8 T cells",-0.012705303792103,0.0205733094608007,5,3,2,0,0.6,1,"down_in_stim","weak_or_mixed",1
"S100A10","Pattern2",6,6.09179306030273,"by_cell_type","Dendritic cells",-0.288782870814767,-0.336443414330772,6,1,5,0,0.833333333333333,0.0591720678258594,"down_in_stim","moderate",0.0731761238779795
"S100A10","Pattern2",6,6.09179306030273,"by_cell_type","FCGR3A+ Monocytes",-0.59489636076614,-0.59811797835714,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"S100A10","Pattern2",6,6.09179306030273,"by_cell_type","Megakaryocytes",0,0,1,0,0,1,1,NA,"mixed_or_unclear","weak_or_mixed",NA
"S100A10","Pattern2",6,6.09179306030273,"by_cell_type","NK cells",-0.518946975611883,-0.502113248908007,8,1,7,0,0.875,0.0299739735865559,"down_in_stim","strong",0.0536857654094966
"CD63","Pattern2",7,5.92757749557495,"by_cell_type","B cells",-0.401979663302506,-0.408213717334201,8,2,6,0,0.75,0.042315274905714,"down_in_stim","moderate",0.0618069566536216
"CD63","Pattern2",7,5.92757749557495,"by_cell_type","CD14+ Monocytes",-0.511334058330214,-0.531230667431184,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"CD63","Pattern2",7,5.92757749557495,"by_cell_type","CD4 T cells",-0.444883174593027,-0.437475787232612,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0343685406898494
"CD63","Pattern2",7,5.92757749557495,"by_cell_type","CD8 T cells",-0.938617033770824,-0.815863737081173,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0731761238779795
"CD63","Pattern2",7,5.92757749557495,"by_cell_type","Dendritic cells",-0.483457588514313,-0.402889099063837,6,0,6,0,1,0.0360316862182336,"down_in_stim","moderate",0.0536857654094966
"CD63","Pattern2",7,5.92757749557495,"by_cell_type","FCGR3A+ Monocytes",-0.267179558962154,-0.14363866640138,6,1,5,0,0.833333333333333,0.0591720678258594,"down_in_stim","moderate",0.0731761238779795
"CD63","Pattern2",7,5.92757749557495,"by_cell_type","Megakaryocytes",-0.222704912344752,-0.222704912344752,1,0,1,0,1,NA,"down_in_stim","suggestive",NA
"CD63","Pattern2",7,5.92757749557495,"by_cell_type","NK cells",-0.881088126414383,-0.957409405250023,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"GAPDH","Pattern2",8,5.84181594848633,"by_cell_type","B cells",-1.14728604530828,-1.11398029396294,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"GAPDH","Pattern2",8,5.84181594848633,"by_cell_type","CD14+ Monocytes",-1.37439459292889,-1.39804641387112,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"GAPDH","Pattern2",8,5.84181594848633,"by_cell_type","CD4 T cells",-0.91056309875786,-0.805077481377158,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"GAPDH","Pattern2",8,5.84181594848633,"by_cell_type","CD8 T cells",-0.971845931956047,-0.892242322822881,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0731761238779795
"GAPDH","Pattern2",8,5.84181594848633,"by_cell_type","Dendritic cells",-0.904039595949854,-0.910470983067603,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"GAPDH","Pattern2",8,5.84181594848633,"by_cell_type","FCGR3A+ Monocytes",-1.1068140589827,-1.05375906348789,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"GAPDH","Pattern2",8,5.84181594848633,"by_cell_type","Megakaryocytes",-0.222704912344752,-0.222704912344752,1,0,1,0,1,NA,"down_in_stim","suggestive",NA
"GAPDH","Pattern2",8,5.84181594848633,"by_cell_type","NK cells",-1.0705271442142,-1.07825263924901,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"ACTB","Pattern2",9,5.63624477386475,"by_cell_type","B cells",-0.741105858593112,-0.816369989518186,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"ACTB","Pattern2",9,5.63624477386475,"by_cell_type","CD14+ Monocytes",-1.54669876056327,-1.52553233812835,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"ACTB","Pattern2",9,5.63624477386475,"by_cell_type","CD4 T cells",-0.607379927150278,-0.592141269920222,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"ACTB","Pattern2",9,5.63624477386475,"by_cell_type","CD8 T cells",-0.518022348967884,-0.488414417361643,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0731761238779795
"ACTB","Pattern2",9,5.63624477386475,"by_cell_type","Dendritic cells",-1.06800272558846,-1.05867991559282,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"ACTB","Pattern2",9,5.63624477386475,"by_cell_type","FCGR3A+ Monocytes",-1.2759696853827,-1.26308319892601,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"ACTB","Pattern2",9,5.63624477386475,"by_cell_type","Megakaryocytes",0.639111497259035,0.639111497259035,1,1,0,0,1,NA,"up_in_stim","strong",NA
"ACTB","Pattern2",9,5.63624477386475,"by_cell_type","NK cells",-0.402425366297569,-0.347642554443811,8,1,7,0,0.875,0.058707408431205,"down_in_stim","moderate",0.0731761238779795
"TYROBP","Pattern2",10,5.5582914352417,"by_cell_type","B cells",1.03582250378937,-0.155288082908844,8,3,4,1,0.5,0.554113130069446,"up_in_stim","weak_or_mixed",0.601099331157205
"TYROBP","Pattern2",10,5.5582914352417,"by_cell_type","CD14+ Monocytes",-0.0782748227877716,-0.0576521562586256,8,1,7,0,0.875,0.107327557761612,"down_in_stim","weak_or_mixed",0.129702032343837
"TYROBP","Pattern2",10,5.5582914352417,"by_cell_type","CD4 T cells",-0.0378701105107681,-0.179429357782261,8,3,5,0,0.625,0.726286148878805,"down_in_stim","weak_or_mixed",0.769863317811533
"TYROBP","Pattern2",10,5.5582914352417,"by_cell_type","CD8 T cells",-0.510165857016397,-0.46712907473211,5,1,4,0,0.8,0.280712665268496,"down_in_stim","strong",0.316548324664474
"TYROBP","Pattern2",10,5.5582914352417,"by_cell_type","Dendritic cells",0.0613816640695998,0.0271665934735861,6,3,3,0,0.5,1,"up_in_stim","weak_or_mixed",1
"TYROBP","Pattern2",10,5.5582914352417,"by_cell_type","FCGR3A+ Monocytes",0.406098487993524,0.420282867464944,6,6,0,0,1,0.0360316862182336,"up_in_stim","moderate",0.0536857654094966
"TYROBP","Pattern2",10,5.5582914352417,"by_cell_type","Megakaryocytes",3.8993926242885,3.8993926242885,1,1,0,0,1,NA,"up_in_stim","strong",NA
"TYROBP","Pattern2",10,5.5582914352417,"by_cell_type","NK cells",-0.290775498705122,-0.242175123178866,8,1,7,0,0.875,0.0299739735865559,"down_in_stim","moderate",0.0536857654094966
"S100A6","Pattern2",11,5.4652681350708,"by_cell_type","B cells",-0.498707729047867,-0.501599849757524,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0343685406898494
"S100A6","Pattern2",11,5.4652681350708,"by_cell_type","CD14+ Monocytes",-1.07458778435197,-1.09874489778463,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"S100A6","Pattern2",11,5.4652681350708,"by_cell_type","CD4 T cells",-0.635267650403605,-0.726416493447625,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"S100A6","Pattern2",11,5.4652681350708,"by_cell_type","CD8 T cells",-0.88114129078323,-0.853044972074072,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0731761238779795
"S100A6","Pattern2",11,5.4652681350708,"by_cell_type","Dendritic cells",-0.473914494867954,-0.445831510643202,6,0,6,0,1,0.0360316862182336,"down_in_stim","moderate",0.0536857654094966
"S100A6","Pattern2",11,5.4652681350708,"by_cell_type","FCGR3A+ Monocytes",-0.743206632060119,-0.781477927383914,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"S100A6","Pattern2",11,5.4652681350708,"by_cell_type","Megakaryocytes",3.8993926242885,3.8993926242885,1,1,0,0,1,NA,"up_in_stim","strong",NA
"S100A6","Pattern2",11,5.4652681350708,"by_cell_type","NK cells",-1.14917676316023,-1.25431166218241,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"FCER1G","Pattern2",12,5.34537553787231,"by_cell_type","B cells",1.70545407282855,0.560752976061997,8,7,1,0,0.875,0.0800579199844347,"up_in_stim","strong",0.0983492990537261
"FCER1G","Pattern2",12,5.34537553787231,"by_cell_type","CD14+ Monocytes",-0.295505583527714,-0.323969344567409,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0343685406898494
"FCER1G","Pattern2",12,5.34537553787231,"by_cell_type","CD4 T cells",0.135874569202024,-0.0172001338008645,8,4,4,0,0.5,0.833634883024682,"up_in_stim","weak_or_mixed",0.861500115883446
"FCER1G","Pattern2",12,5.34537553787231,"by_cell_type","CD8 T cells",-0.085306002693032,-0.145538019845387,5,2,3,0,0.6,1,"down_in_stim","weak_or_mixed",1
"FCER1G","Pattern2",12,5.34537553787231,"by_cell_type","Dendritic cells",-0.398267290070514,-0.313946635222444,6,1,5,0,0.833333333333333,0.142213241936393,"down_in_stim","moderate",0.168565855458152
"FCER1G","Pattern2",12,5.34537553787231,"by_cell_type","FCGR3A+ Monocytes",-0.283466648884954,-0.320114026069485,6,0,6,0,1,0.0360316862182336,"down_in_stim","moderate",0.0536857654094966
"FCER1G","Pattern2",12,5.34537553787231,"by_cell_type","Megakaryocytes",-1.74414006925761,-1.74414006925761,1,0,1,0,1,NA,"down_in_stim","strong",NA
"FCER1G","Pattern2",12,5.34537553787231,"by_cell_type","NK cells",-0.252158869518194,-0.292814758102423,8,1,7,0,0.875,0.0299739735865559,"down_in_stim","moderate",0.0536857654094966
"C15orf48","Pattern2",13,5.26936197280884,"by_cell_type","B cells",0.462688033118836,0.397435463668866,8,6,2,0,0.75,0.362726506485098,"up_in_stim","moderate",0.402908784149615
"C15orf48","Pattern2",13,5.26936197280884,"by_cell_type","CD14+ Monocytes",-0.0658020364943457,-0.0811317594942871,8,2,6,0,0.75,0.183430618982178,"down_in_stim","weak_or_mixed",0.211343974044683
"C15orf48","Pattern2",13,5.26936197280884,"by_cell_type","CD4 T cells",0.704885567752334,0.332303925074671,8,7,1,0,0.875,0.0800579199844347,"up_in_stim","strong",0.0983492990537261
"C15orf48","Pattern2",13,5.26936197280884,"by_cell_type","CD8 T cells",2.40194775958457,0.268513228368261,5,4,1,0,0.8,0.280712665268496,"up_in_stim","strong",0.316548324664474
"C15orf48","Pattern2",13,5.26936197280884,"by_cell_type","Dendritic cells",-0.0269348621438112,0.0343059920527198,6,3,3,0,0.5,1,"down_in_stim","weak_or_mixed",1
"C15orf48","Pattern2",13,5.26936197280884,"by_cell_type","FCGR3A+ Monocytes",0.580290502643546,0.554976354492385,6,6,0,0,1,0.0360316862182336,"up_in_stim","strong",0.0536857654094966
"C15orf48","Pattern2",13,5.26936197280884,"by_cell_type","Megakaryocytes",1.7098301665516,1.7098301665516,1,1,0,0,1,NA,"up_in_stim","strong",NA
"C15orf48","Pattern2",13,5.26936197280884,"by_cell_type","NK cells",0.177938881837808,0.0697740859366238,8,5,3,0,0.625,0.441208519505878,"up_in_stim","suggestive",0.48285652134714
"PFN1","Pattern2",14,5.26585817337036,"by_cell_type","B cells",-0.918730902305753,-0.890116283416831,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"PFN1","Pattern2",14,5.26585817337036,"by_cell_type","CD14+ Monocytes",-1.57770320348835,-1.58707971077273,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"PFN1","Pattern2",14,5.26585817337036,"by_cell_type","CD4 T cells",-0.468492139201787,-0.513271742146594,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0343685406898494
"PFN1","Pattern2",14,5.26585817337036,"by_cell_type","CD8 T cells",-0.77034820879009,-0.763229129843751,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0731761238779795
"PFN1","Pattern2",14,5.26585817337036,"by_cell_type","Dendritic cells",-1.12989286936286,-1.11888386415556,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"PFN1","Pattern2",14,5.26585817337036,"by_cell_type","FCGR3A+ Monocytes",-1.314674594474,-1.26813534894533,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"PFN1","Pattern2",14,5.26585817337036,"by_cell_type","Megakaryocytes",4.8502237767458,4.8502237767458,1,1,0,0,1,NA,"up_in_stim","strong",NA
"PFN1","Pattern2",14,5.26585817337036,"by_cell_type","NK cells",-0.872997176293971,-0.887950926026316,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"LGALS1","Pattern2",15,5.17817306518555,"by_cell_type","B cells",-0.953494822358385,-1.05780018818071,8,1,7,0,0.875,0.0208625823327655,"down_in_stim","strong",0.0480746462450683
"LGALS1","Pattern2",15,5.17817306518555,"by_cell_type","CD14+ Monocytes",-0.49870992848481,-0.500494887840777,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0343685406898494
"LGALS1","Pattern2",15,5.17817306518555,"by_cell_type","CD4 T cells",-0.91021355051958,-1.03145852449684,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"LGALS1","Pattern2",15,5.17817306518555,"by_cell_type","CD8 T cells",-1.0305985605026,-0.942450720125672,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0731761238779795
"LGALS1","Pattern2",15,5.17817306518555,"by_cell_type","Dendritic cells",-0.296676083352886,-0.297045919491654,6,0,6,0,1,0.0360316862182336,"down_in_stim","moderate",0.0536857654094966
"LGALS1","Pattern2",15,5.17817306518555,"by_cell_type","FCGR3A+ Monocytes",-0.810131443174419,-0.716125535766085,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"LGALS1","Pattern2",15,5.17817306518555,"by_cell_type","Megakaryocytes",-5.64353269354611,-5.64353269354611,1,0,1,0,1,NA,"down_in_stim","strong",NA
"LGALS1","Pattern2",15,5.17817306518555,"by_cell_type","NK cells",-0.869215932631773,-0.881758273004593,8,1,7,0,0.875,0.0299739735865559,"down_in_stim","strong",0.0536857654094966
"CD74","Pattern3",1,13.7050151824951,"by_cell_type","B cells",-0.641257787297679,-0.584754039586043,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"CD74","Pattern3",1,13.7050151824951,"by_cell_type","CD14+ Monocytes",0.090825306035456,0.143366776477224,8,6,2,0,0.75,0.183430618982178,"up_in_stim","weak_or_mixed",0.211343974044683
"CD74","Pattern3",1,13.7050151824951,"by_cell_type","CD4 T cells",-0.0494106988050587,-0.043859971332445,8,4,4,0,0.5,0.62406453246517,"down_in_stim","weak_or_mixed",0.665310176852236
"CD74","Pattern3",1,13.7050151824951,"by_cell_type","CD8 T cells",0.0411530807060693,-0.0139789839065969,5,2,3,0,0.6,1,"up_in_stim","weak_or_mixed",1
"CD74","Pattern3",1,13.7050151824951,"by_cell_type","Dendritic cells",-0.248617422567042,-0.226696341792614,6,0,6,0,1,0.0360316862182336,"down_in_stim","suggestive",0.0536857654094966
"CD74","Pattern3",1,13.7050151824951,"by_cell_type","FCGR3A+ Monocytes",0.323311988576746,0.351981380926416,6,5,1,0,0.833333333333333,0.0591720678258594,"up_in_stim","moderate",0.0731761238779795
"CD74","Pattern3",1,13.7050151824951,"by_cell_type","Megakaryocytes",0.97787027784345,0.97787027784345,1,1,0,0,1,NA,"up_in_stim","strong",NA
"CD74","Pattern3",1,13.7050151824951,"by_cell_type","NK cells",-0.367687734487221,-0.374514252618656,8,1,7,0,0.875,0.141482121482793,"down_in_stim","moderate",0.168565855458152
"HLA-DRA","Pattern3",2,12.0578451156616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HLA-DRB1","Pattern3",3,10.1986074447632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HLA-DPA1","Pattern3",4,8.48537349700928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HLA-DPB1","Pattern3",5,8.20563220977783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FTL","Pattern3",6,5.60036754608154,"by_cell_type","B cells",-0.925740020974422,-0.82183828793841,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"FTL","Pattern3",6,5.60036754608154,"by_cell_type","CD14+ Monocytes",-0.604903657267645,-0.575119116664283,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"FTL","Pattern3",6,5.60036754608154,"by_cell_type","CD4 T cells",-0.671531719426218,-0.668002533457139,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"FTL","Pattern3",6,5.60036754608154,"by_cell_type","CD8 T cells",-0.788835455723273,-0.739720216546825,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0731761238779795
"FTL","Pattern3",6,5.60036754608154,"by_cell_type","Dendritic cells",-0.494676804582848,-0.570822117226686,6,1,5,0,0.833333333333333,0.0591720678258594,"down_in_stim","moderate",0.0731761238779795
"FTL","Pattern3",6,5.60036754608154,"by_cell_type","FCGR3A+ Monocytes",-0.684440942377783,-0.694811179204106,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"FTL","Pattern3",6,5.60036754608154,"by_cell_type","Megakaryocytes",-0.27305778771284,-0.27305778771284,1,0,1,0,1,NA,"down_in_stim","moderate",NA
"FTL","Pattern3",6,5.60036754608154,"by_cell_type","NK cells",-0.739463168002537,-0.81937274878912,8,1,7,0,0.875,0.0208625823327655,"down_in_stim","strong",0.0480746462450683
"ACTB","Pattern3",7,4.71254062652588,"by_cell_type","B cells",-0.741105858593112,-0.816369989518186,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"ACTB","Pattern3",7,4.71254062652588,"by_cell_type","CD14+ Monocytes",-1.54669876056327,-1.52553233812835,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"ACTB","Pattern3",7,4.71254062652588,"by_cell_type","CD4 T cells",-0.607379927150278,-0.592141269920222,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"ACTB","Pattern3",7,4.71254062652588,"by_cell_type","CD8 T cells",-0.518022348967884,-0.488414417361643,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0731761238779795
"ACTB","Pattern3",7,4.71254062652588,"by_cell_type","Dendritic cells",-1.06800272558846,-1.05867991559282,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"ACTB","Pattern3",7,4.71254062652588,"by_cell_type","FCGR3A+ Monocytes",-1.2759696853827,-1.26308319892601,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"ACTB","Pattern3",7,4.71254062652588,"by_cell_type","Megakaryocytes",0.639111497259035,0.639111497259035,1,1,0,0,1,NA,"up_in_stim","strong",NA
"ACTB","Pattern3",7,4.71254062652588,"by_cell_type","NK cells",-0.402425366297569,-0.347642554443811,8,1,7,0,0.875,0.058707408431205,"down_in_stim","moderate",0.0731761238779795
"FTH1","Pattern3",8,3.59436368942261,"by_cell_type","B cells",-1.30982434414063,-1.25829214253498,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"FTH1","Pattern3",8,3.59436368942261,"by_cell_type","CD14+ Monocytes",-1.13314165433764,-1.0824018232817,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"FTH1","Pattern3",8,3.59436368942261,"by_cell_type","CD4 T cells",-0.845984476155722,-0.840368929780212,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"FTH1","Pattern3",8,3.59436368942261,"by_cell_type","CD8 T cells",-1.00213076518342,-0.91823308389545,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0731761238779795
"FTH1","Pattern3",8,3.59436368942261,"by_cell_type","Dendritic cells",-1.08042324299839,-0.994497210460398,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"FTH1","Pattern3",8,3.59436368942261,"by_cell_type","FCGR3A+ Monocytes",-1.08695205601665,-1.10571513039191,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"FTH1","Pattern3",8,3.59436368942261,"by_cell_type","Megakaryocytes",0.468200785918107,0.468200785918107,1,1,0,0,1,NA,"up_in_stim","moderate",NA
"FTH1","Pattern3",8,3.59436368942261,"by_cell_type","NK cells",-0.639793865137892,-0.69649912109545,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"PFN1","Pattern3",9,3.1440258026123,"by_cell_type","B cells",-0.918730902305753,-0.890116283416831,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"PFN1","Pattern3",9,3.1440258026123,"by_cell_type","CD14+ Monocytes",-1.57770320348835,-1.58707971077273,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"PFN1","Pattern3",9,3.1440258026123,"by_cell_type","CD4 T cells",-0.468492139201787,-0.513271742146594,8,0,8,0,1,0.0142661867014469,"down_in_stim","moderate",0.0343685406898494
"PFN1","Pattern3",9,3.1440258026123,"by_cell_type","CD8 T cells",-0.77034820879009,-0.763229129843751,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0731761238779795
"PFN1","Pattern3",9,3.1440258026123,"by_cell_type","Dendritic cells",-1.12989286936286,-1.11888386415556,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"PFN1","Pattern3",9,3.1440258026123,"by_cell_type","FCGR3A+ Monocytes",-1.314674594474,-1.26813534894533,6,0,6,0,1,0.0360316862182336,"down_in_stim","strong",0.0536857654094966
"PFN1","Pattern3",9,3.1440258026123,"by_cell_type","Megakaryocytes",4.8502237767458,4.8502237767458,1,1,0,0,1,NA,"up_in_stim","strong",NA
"PFN1","Pattern3",9,3.1440258026123,"by_cell_type","NK cells",-0.872997176293971,-0.887950926026316,8,0,8,0,1,0.0142661867014469,"down_in_stim","strong",0.0343685406898494
"HLA-DQB1","Pattern3",10,2.78351044654846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HLA-DQA1","Pattern3",11,2.27387642860413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HSP90AB1","Pattern3",12,1.99011337757111,"by_cell_type","B cells",-0.0290370512051845,-0.0495859862358312,8,3,5,0,0.625,0.726286148878805,"down_in_stim","weak_or_mixed",0.769863317811533
"HSP90AB1","Pattern3",12,1.99011337757111,"by_cell_type","CD14+ Monocytes",0.739224879300018,0.682080271848629,8,8,0,0,1,0.0142661867014469,"up_in_stim","strong",0.0343685406898494
"HSP90AB1","Pattern3",12,1.99011337757111,"by_cell_type","CD4 T cells",-0.145979820180959,-0.127273384845723,8,3,5,0,0.625,0.183430618982178,"down_in_stim","suggestive",0.211343974044683
"HSP90AB1","Pattern3",12,1.99011337757111,"by_cell_type","CD8 T cells",-0.836009345851953,-0.903207032704222,5,0,5,0,1,0.0590582290905367,"down_in_stim","strong",0.0731761238779795
"HSP90AB1","Pattern3",12,1.99011337757111,"by_cell_type","Dendritic cells",0.343445892644417,0.235225537094865,6,6,0,0,1,0.0360316862182336,"up_in_stim","moderate",0.0536857654094966
