"contrast_scope","replicate","gene","ctrl_cpm","stim_cpm","log2fc_stim_vs_ctrl","ctrl_n_cells","stim_n_cells"
"global","patient_1244","HSP90AA1",2241.34311622215,3739.57517888865,0.738381947741157,1879,1464
"global","patient_1244","ACTG1",4087.15509428746,2102.75573793165,-0.958649190424376,1879,1464
"global","patient_1244","HLA-DMA",NA,NA,NA,1879,1464
"global","patient_1244","ISG15",628.49769849519,71351.3629643754,6.82575254978457,1879,1464
"global","patient_1244","ISG20",1561.64397589436,17152.3638546225,3.45685013838643,1879,1464
"global","patient_1244","IFI6",186.885262688997,8441.90633740502,5.49357486986572,1879,1464
"global","patient_1244","IFIT3",53.7615139242321,9541.62341873708,7.45823723605604,1879,1464
"global","patient_1244","LY6E",290.568182400016,7342.18925607295,4.65687949859834,1879,1464
"global","patient_1244","IFIT1",21.7606127788559,7409.32705102607,8.37880275248986,1879,1464
"global","patient_1244","MX1",124.16349644406,5475.75855637628,5.45707957679777,1879,1464
"global","patient_1244","IFIT2",34.5609732370064,6662.7547711474,7.5702172026476,1879,1464
"global","patient_1244","IRF7",399.371246294296,3569.04517970774,3.15813281274433,1879,1464
"global","patient_1244","TNFSF10",185.605226643182,7706.07610471885,5.37189956040352,1879,1464
"global","patient_1244","OAS1",131.84371271895,3297.80848809714,4.63936477602172,1879,1464
"global","patient_1244","PLSCR1",413.451642798261,3229.32793724496,2.96392316097626,1879,1464
"global","patient_1244","BST2",720.660293793873,3338.09116506901,2.21084756460681,1879,1464
"global","patient_1244","CXCL10",454.412796264343,38527.6950117961,6.40418077241462,1879,1464
"global","patient_1244","APOBEC3A",90.8825592528686,7559.71571172105,6.37036474136147,1879,1464
"global","patient_1244","IFITM3",243.20684870486,8985.72247652527,5.20449608016042,1879,1464
"global","patient_1244","RSAD2",26.8807569621161,6694.98091272489,7.93388154116792,1879,1464
"global","patient_1244","TYMP",2919.76222050413,6120.28138792621,1.06761792171073,1879,1464
"global","patient_1244","VIM",7860.70135735022,4311.58919188922,-0.866362784242845,1879,1464
"global","patient_1244","ANXA1",6430.90109417481,7420.06909821857,0.20639676832014,1879,1464
"global","patient_1244","CCR7",3200.09011453763,5640.91753196095,0.817719788356616,1879,1464
"global","patient_1244","HSPA8",2913.36204027505,3638.86848645898,0.320755558432738,1879,1464
"global","patient_1244","EMP3",6875.07360207263,5132.01304621632,-0.421814687428682,1879,1464
"global","patient_1244","LTB",2337.34581965828,1757.66747187262,-0.411107288634884,1879,1464
"global","patient_1244","RGCC",3191.12986221692,1117.17290801988,-1.51379531110997,1879,1464
"global","patient_1244","CREM",1671.72707583446,1710.67101540544,0.03321318296112,1879,1464
"global","patient_1256","TIMP1",17348.2032218092,7656.65042557642,-1.17994832388151,2108,2026
"global","patient_1256","FTH1",300739.947435928,129080.848535675,-1.22023835800335,2108,2026
"global","patient_1256","MS4A7",1205.97587361739,1840.61444237597,0.609780240691922,2108,2026
"global","patient_1256","FCGR3A",779.19314035431,726.885101529897,-0.100187065448889,2108,2026
"global","patient_1256","SOD2",10233.6320812466,9485.8028164171,-0.109470930773917,2108,2026
"global","patient_1256","S100A11",6565.36011652427,6541.96591376908,-0.00514951124278973,2108,2026
"global","patient_1256","TYROBP",4845.64309750441,5433.96759869065,0.165301699427765,2108,2026
"global","patient_1256","FCER1G",4981.80166388056,4569.53787873723,-0.124606252109732,2108,2026
"global","patient_1256","ACTB",17241.7935859018,8172.44274466465,-1.07702416292622,2108,2026
"global","patient_1256","SAT1",4004.66371694579,10184.98796007,1.34658197647356,2108,2026
"global","patient_1256","FTL",126495.884921983,83898.3965545073,-0.592372413982741,2108,2026
"global","patient_1256","CXCL16",844.411949458855,580.743944454898,-0.539657221279588,2108,2026
"global","patient_1256","PSAP",3383.36874600249,1883.59713563332,-0.844800264295305,2108,2026
"global","patient_1256","CTSS",1256.32021748757,2160.59671440293,0.781985344357624,2108,2026
"global","patient_1256","CST3",2181.96963091875,3599.08418208233,0.721868679590624,2108,2026
"global","patient_1256","SH3BGRL3",8151.20694843481,4418.62086685585,-0.883342797339044,2108,2026
"global","patient_1256","S100A10",5555.04067022052,4389.01056705634,-0.339867235423178,2108,2026
"global","patient_1256","CD63",5159.15105705959,3723.25640704802,-0.470514799913582,2108,2026
"global","patient_1256","GAPDH",6763.30492310474,3027.89194724018,-1.15928311407824,2108,2026
"global","patient_1256","S100A6",5024.13668031685,2962.94032187351,-0.761746277543667,2108,2026
"global","patient_1256","C15orf48",9779.38879678162,8522.03531649112,-0.198535388206039,2108,2026
"global","patient_1256","PFN1",9489.90881952811,5258.21614181614,-0.851759611491351,2108,2026
"global","patient_1256","LGALS1",4421.14874350815,3301.07084216469,-0.421431819431415,2108,2026
"global","patient_1256","CD74",8469.29166652364,8428.42856228622,-0.00697722809136181,2108,2026
"global","patient_1256","HLA-DRA",NA,NA,NA,2108,2026
"global","patient_1256","HLA-DRB1",NA,NA,NA,2108,2026
"global","patient_1256","HLA-DPA1",NA,NA,NA,2108,2026
"global","patient_1256","HLA-DPB1",NA,NA,NA,2108,2026
"global","patient_1256","HLA-DQB1",NA,NA,NA,2108,2026
"global","patient_1256","HLA-DQA1",NA,NA,NA,2108,2026
"global","patient_1256","HSP90AB1",2125.90433888151,2256.11381053038,0.0857435880497324,2108,2026
"global","patient_1256","HSP90AA1",2476.02636670591,3419.51204136272,0.465683423717378,2108,2026
"global","patient_1256","ACTG1",3151.09825041963,1759.42491066764,-0.840569763310132,2108,2026
"global","patient_1256","HLA-DMA",NA,NA,NA,2108,2026
"global","patient_1256","ISG15",1398.19973203079,66650.8745067736,5.5744764392309,2108,2026
"global","patient_1256","ISG20",1454.26502406803,17245.6117058112,3.56741307901879,2108,2026
"global","patient_1256","IFI6",538.913317337562,8687.27989279161,4.00952450735607,2108,2026
"global","patient_1256","IFIT3",144.167893810048,9478.1614487269,6.03386665521052,2108,2026
"global","patient_1256","LY6E",654.476470312284,7822.85017283819,3.57827155675685,2108,2026
"global","patient_1256","IFIT1",108.698015174243,8461.85954593083,6.27604144512536,2108,2026
"global","patient_1256","MX1",284.903218719858,5295.46780930585,4.21382084253913,2108,2026
"global","patient_1256","IFIT2",86.9584121393943,5783.56017051712,6.04734159458178,2108,2026
"global","patient_1256","IRF7",474.83869786643,3689.82542340341,2.95672027986637,2108,2026
"global","patient_1256","TNFSF10",257.442667517944,7179.06494493917,4.79877408372046,2108,2026
"global","patient_1256","OAS1",241.424012650161,3638.24619149458,3.91081554523744,2108,2026
"global","patient_1256","PLSCR1",419.917595462602,3410.91550271125,3.02047552680599,2108,2026
"global","patient_1256","BST2",1064.09635907417,4005.98701158527,1.91203126234739,2108,2026
"global","patient_1256","CXCL10",112.130584074482,31040.1907285375,8.10641821631,2108,2026
"global","patient_1256","APOBEC3A",252.865908984291,7137.03742264309,4.81613208022385,2108,2026
"global","patient_1256","IFITM3",449.666525931342,9029.23109692788,4.32615233716138,2108,2026
"global","patient_1256","RSAD2",65.2188091045458,5728.1602547632,6.44574763193931,2108,2026
"global","patient_1256","TYMP",2868.4834109666,6566.80035876221,1.19476081294656,2108,2026
"global","patient_1256","VIM",6305.6290697395,3147.28831739949,-1.00241617277428,2108,2026
"global","patient_1256","ANXA1",4772.41496096597,6273.56287365094,0.394529354673187,2108,2026
"global","patient_1256","CCR7",3490.92257154332,4386.14505417252,0.32930299649631,2108,2026
"global","patient_1256","HSPA8",2942.85573713845,3356.47075791861,0.189698051494974,2108,2026
"global","patient_1256","EMP3",5712.93883963152,4893.34083460928,-0.223392164634676,2108,2026
"global","patient_1256","LTB",2808.98555002912,1885.50747755587,-0.574970584181205,2108,2026
"global","patient_1256","RGCC",1938.25723900176,666.709330969604,-1.53892079782993,2108,2026
"global","patient_1256","CREM",1329.548354026,1318.13592655882,-0.0124324023985558,2108,2026
"global","patient_1488","TIMP1",23393.0650745149,12261.8928248419,-0.931871211577993,2031,2549
"global","patient_1488","FTH1",291174.654777628,139819.928579016,-1.05831209709223,2031,2549
"global","patient_1488","MS4A7",1020.62347121389,1586.47111441157,0.63611854573703,2031,2549
"global","patient_1488","FCGR3A",1187.86192668079,857.766610044804,-0.469476511197639,2031,2549
"global","patient_1488","SOD2",6648.90083697377,9162.41671771238,0.462582558297857,2031,2549
"global","patient_1488","S100A11",7247.52072897211,6430.27121905116,-0.172595316316222,2031,2549
"global","patient_1488","TYROBP",4995.27199693657,5185.31829197224,0.0538640208964711,2031,2549
"global","patient_1488","FCER1G",4502.93448785177,3600.83274841725,-0.322494769680354,2031,2549
"global","patient_1488","ACTB",20364.0171614789,9750.1456912616,-1.06248794582132,2031,2549
"global","patient_1488","SAT1",5634.52927063715,13147.4574268789,1.2223436806128,2031,2549
"global","patient_1488","FTL",95368.1199740546,67898.5810117873,-0.490122592641278,2031,2549
"global","patient_1488","CXCL16",1198.802760216,623.469248967751,-0.942649072849214,2031,2549
"global","patient_1488","PSAP",2649.24469174202,1683.76408638425,-0.653734994397109,2031,2549
"global","patient_1488","CTSS",1287.89240471706,2157.32273567981,0.744004291906375,2031,2549
"global","patient_1488","CST3",1913.08289244379,3525.38105586701,0.881707409842699,2031,2549
"global","patient_1488","SH3BGRL3",8641.69551660271,4619.43059784546,-0.90352669093719,2031,2549
"global","patient_1488","S100A10",5511.05414931112,4253.09277480549,-0.373777266684735,2031,2549
"global","patient_1488","CD63",4188.77626776909,3329.80232649337,-0.331047876102275,2031,2549
"global","patient_1488","GAPDH",7435.07787529013,3386.39109590605,-1.13448327112486,2031,2549
"global","patient_1488","S100A6",5185.95509569322,2776.8208429344,-0.901054953393151,2031,2549
"global","patient_1488","C15orf48",7339.7363259118,7006.08676746086,-0.0671147008886681,2031,2549
"global","patient_1488","PFN1",10678.2535303725,5157.52029998004,-1.04985390319584,2031,2549
"global","patient_1488","LGALS1",3758.95780745696,2994.24085173047,-0.328093444483473,2031,2549
"global","patient_1488","CD74",11222.1692546948,9947.70999149183,-0.173906988350062,2031,2549
"global","patient_1488","HLA-DRA",NA,NA,NA,2031,2549
"global","patient_1488","HLA-DRB1",NA,NA,NA,2031,2549
"global","patient_1488","HLA-DPA1",NA,NA,NA,2031,2549
"global","patient_1488","HLA-DPB1",NA,NA,NA,2031,2549
"global","patient_1488","HLA-DQB1",NA,NA,NA,2031,2549
"global","patient_1488","HLA-DQA1",NA,NA,NA,2031,2549
"global","patient_1488","HSP90AB1",2355.40516251045,2588.1916115588,0.135941644220859,2031,2549
"global","patient_1488","HSP90AA1",2322.5826619048,3641.53695097725,0.648705069262297,2031,2549
"global","patient_1488","ACTG1",3987.15233547722,2241.70949708469,-0.830618553237494,2031,2549
"global","patient_1488","HLA-DMA",NA,NA,NA,2031,2549
"global","patient_1488","ISG15",640.820249919897,69298.4084656799,6.75564385676144,2031,2549
"global","patient_1488","ISG20",1861.50467720634,21006.3468772431,3.49593102812813,2031,2549
"global","patient_1488","IFI6",157.860598150999,10477.8574102001,6.04805534539688,2031,2549
"global","patient_1488","IFIT3",73.4598823078907,10402.4057176498,7.13602791086041,2031,2549
"global","patient_1488","LY6E",361.047506662186,8581.63724216121,4.56907984012337,2031,2549
"global","patient_1488","IFIT1",21.8816670704355,7932.35557205786,8.46937897521411,2031,2549
"global","patient_1488","MX1",121.912145106712,5524.85090844831,5.49624748419088,2031,2549
"global","patient_1488","IFIT2",43.763334140871,6161.22636798386,7.12107867948182,2031,2549
"global","patient_1488","IRF7",423.566555434859,4174.66272597037,3.29946981488055,2031,2549
"global","patient_1488","TNFSF10",243.824290213424,8054.46817973784,5.04300968414345,2031,2549
"global","patient_1488","OAS1",201.62393229187,3978.09121116844,4.29894561599277,2031,2549
"global","patient_1488","PLSCR1",353.232625565602,3438.01593817727,3.281054839438,2031,2549
"global","patient_1488","BST2",787.740014535679,3692.16900782017,2.2279570584462,2031,2549
"global","patient_1488","CXCL10",211.001789607771,30983.8404315837,7.19472557687885,2031,2549
"global","patient_1488","APOBEC3A",178.179289002118,10398.4345759367,5.86291949520745,2031,2549
"global","patient_1488","IFITM3",120.349168887395,6807.52968180234,5.81595787048812,2031,2549
"global","patient_1488","RSAD2",21.8816670704355,5235.95034881516,7.87012787039837,2031,2549
"global","patient_1488","TYMP",2985.28457889513,5939.83521747461,0.992434265311246,2031,2549
"global","patient_1488","VIM",6487.91428638413,3542.25840814799,-0.872992851933512,2031,2549
"global","patient_1488","ANXA1",7008.38536741663,7731.81291554275,0.141714993795629,2031,2549
"global","patient_1488","CCR7",4684.23972929252,6627.83551928138,0.500677733982625,2031,2549
"global","patient_1488","HSPA8",3100.94481912458,3589.91210870603,0.211208989850958,2031,2549
"global","patient_1488","EMP3",6562.93714491134,5237.93591967175,-0.32531540474595,2031,2549
"global","patient_1488","LTB",3743.32804526379,2644.78038097148,-0.501093527291786,2031,2549
"global","patient_1488","RGCC",2994.66243621103,828.975832624319,-1.85236239365995,2031,2549
"global","patient_1488","CREM",1980.29086987441,2263.55077650712,0.192829744444705,2031,2549
